Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
16.598949432,19.19549,19.81195,5.019201,-0.4970468,0.1056171,1.107874,-7.301743,29.15101,-49.44689,1000.228
16.619017124,5.357242,1.57878,-0.6324446,-0.403286,0.003261186,1.042226,-7.301743,29.15101,-49.44689,1000.228
16.639085770,-3.516609,-2.94972,-3.64256,-0.3190208,-0.05830588,0.9704948,-7.301743,29.15101,-49.44689,1000.229
16.659153461,0.3928496,3.366346,-2.045356,-0.2374508,-0.1318406,0.9144123,-4.700895,27.36754,-51.19787,1000.229
16.679222107,4.488473,4.855984,-1.185323,-0.2984606,-0.1211555,0.9057229,-4.700895,27.36754,-51.19787,1000.232
16.699289799,7.405054,2.77049,0.2275885,-0.3287849,-0.1114336,0.9332106,-5.45112,27.35667,-50.35796,1000.232
16.719357967,10.32163,0.9233391,2.131948,-0.3315022,-0.09550149,0.9380245,-5.45112,27.35667,-50.35796,1000.232
16.739425659,9.452866,-1.162154,2.070517,-0.3282301,-0.06066237,0.954484,-5.45112,27.35667,-50.35796,1000.232
16.759494305,4.860803,-2.234694,0.1047266,-0.3440896,-0.04444237,0.9564463,-5.084097,27.73945,-51.19674,1000.236
16.779562950,3.123266,-3.48599,-2.045356,-0.3072042,-0.04101101,0.9041316,-5.084097,27.73945,-51.19674,1000.236
16.799630642,5.915736,-2.532621,-1.799632,-0.3191335,-0.1066298,0.9488043,-5.061941,26.61191,-51.20163,1000.237
16.819698811,12.30739,3.366346,3.544859,-0.2430247,-0.1733573,0.9181062,-5.061941,26.61191,-51.20163,1000.237
16.839766502,16.03069,12.6021,9.687952,-0.2208623,-0.1338289,0.9370534,-5.070084,26.98937,-51.65279,1000.236
16.859835148,15.22397,19.27568,14.41813,-0.2710962,-0.07297014,0.9374828,-5.070084,26.98937,-51.65279,1000.236
16.879902840,17.20973,22.67205,15.27817,-0.2933239,-0.05439902,0.9371123,-5.070084,26.98937,-51.65279,1000.237
16.899971485,21.55357,25.94926,13.37381,-0.2003605,-0.1115594,0.905657,-4.680147,26.243,-52.04366,1000.237
16.920039177,20.0022,32.50367,12.88236,-0.3271694,0.01436315,0.9178587,-4.680147,26.243,-52.04366,1000.234
16.940107346,13.11411,39.65393,20.06978,-0.3070327,-0.04939956,0.9435932,-3.927759,26.24926,-51.58987,1000.234
16.960175037,6.288065,46.56585,24.00136,-0.3650878,0.01240366,0.904862,-3.927759,26.24926,-51.58987,1000.234
16.980243683,2.812991,51.15393,22.097,-0.5613965,0.02752673,0.9514656,-3.927759,26.24926,-51.58987,1000.234
17.000311375,4.922857,47.16171,14.23384,-0.4274132,-0.01066922,0.9383153,-1.708054,24.83332,-52.11069,1000.237
17.017871380,9.51492,59.19798,9.995107,-0.4042771,-0.02512924,0.9571947,-1.708054,24.83332,-52.11069,1000.237
17.037939072,27.07646,81.84048,1.333345,-0.3837842,-0.08319589,0.9293507,0.8598423,24.80058,-52.94846,1000.236
17.058007240,46.5617,155.4286,15.83104,-0.1804357,-0.04806161,1.198329,0.8598423,24.80058,-52.94846,1000.236
17.078075886,41.10087,200.2965,55.69972,0.7270183,-0.3071218,1.826503,0.8598423,24.80058,-52.94846,1000.236
17.098143578,80.07135,334.2448,71.11889,0.2290599,-0.3126021,2.059946,3.496707,24.51493,-52.94633,1000.236
17.118212223,122.4548,467.1205,84.51083,0.07142442,-0.04468455,1.976998,3.496707,24.51493,-52.94633,1000.239
17.138279915,166.0794,407.237,65.34438,-0.9969547,-0.5981767,2.390158,13.51934,21.60305,-50.29407,1000.239
17.158348084,57.48336,89.28867,-56.10458,1.444832,-1.244088,1.571639,13.51934,21.60305,-50.29407,1000.242
17.178415775,20.43658,32.14615,-78.15828,0.4233959,-0.4787697,2.341212,13.51934,21.60305,-50.29407,1000.242
17.198484421,-9.97032,-49.78394,-62.24767,0.5614406,-0.2313497,1.319903,29.14092,14.42231,-46.42421,1000.24
17.218552113,-32.49625,-113.3021,-38.28961,0.4008203,-0.1241523,1.148697,29.14092,14.42231,-46.42421,1000.24
17.238620758,-37.15037,-163.4135,-13.22579,0.222859,-0.02558558,1.01168,25.83231,13.64368,-48.63118,1000.242
17.258688450,-46.4586,-198.9861,7.107853,0.0119398,-0.0381221,1.004303,25.83231,13.64368,-48.63118,1000.242
17.278756619,-50.67834,-226.5146,17.91969,-0.2089808,-0.08811565,1.047709,25.83231,13.64368,-48.63118,1000.245
17.298824310,-59.98657,-243.3177,23.75563,-0.3644893,-0.1242644,1.060296,14.7274,14.28683,-50.77724,1000.245
17.318892956,-71.71495,-249.5742,24.18565,-0.5653184,-0.2339841,1.183287,14.7274,14.28683,-50.77724,1000.241
17.338960648,-86.29785,-257.4991,13.80382,-0.7341505,-0.2817827,1.36794,-0.3516808,13.37402,-49.95963,1000.241
17.359029293,-103.1147,-262.5042,-4.625455,-0.8792784,-0.3806713,1.391316,-0.3516808,13.37402,-49.95963,1000.244
17.379096985,-99.32938,-259.4058,-39.51823,-0.9605859,-0.4865259,1.343113,-0.3516808,13.37402,-49.95963,1000.244
17.399165154,-100.6946,-254.9369,-86.32859,-0.9807646,-0.4184709,1.386244,-11.41303,11.76372,-52.56828,1000.244
17.419233322,-92.75156,-251.6597,-122.02,-0.9742991,-0.3447322,1.408143,-11.41303,11.76372,-52.56828,1000.244
17.439301491,-84.80853,-244.9861,-138.6677,-0.9637819,-0.2260633,1.424028,-29.22055,16.01311,-49.0795,1000.24
17.461877823,-103.3009,-234.9162,-141.1864,-0.9005976,0.2081047,1.394376,-29.22055,16.01311,-49.0795,1000.24
17.479437828,-84.49826,-227.17,-124.7229,-0.933112,0.3314701,1.148147,-29.22055,16.01311,-49.0795,1000.24
17.499505520,-41.80449,-193.2659,-69.0665,-1.073323,0.3563364,0.8816062,-48.37279,16.14188,-36.10157,1000.24
17.519573688,-26.66309,-152.6881,5.756372,-1.274613,0.4500691,0.6196299,-48.37279,16.14188,-36.10157,1000.239
17.539641857,-78.78921,-96.02231,60.18418,-1.737685,0.4076512,0.2278837,-60.11663,12.63595,-18.73135,1000.239
17.559710026,-72.52167,-23.56631,44.82644,-1.894985,-0.1389086,-0.330118,-60.11663,12.63595,-18.73135,1000.241
17.579777717,-2.213456,51.74979,1.456207,-1.824444,-0.1314092,-0.06872335,-62.59467,8.87616,-8.33647,1000.241
17.599846363,-5.192092,108.7731,-23.54618,-1.701588,0.02860196,0.3676721,-62.59467,8.87616,-8.33647,1000.238
17.619914055,351.4374,227.4675,-123.9857,0.5435952,-1.459303,0.1840889,-62.59467,8.87616,-8.33647,1000.238
17.639982700,114.9462,253.3276,-154.9469,0.916787,1.661088,-0.9896829,-62.99099,9.636122,-11.76203,1000.238
17.660050392,69.02557,285.5634,56.86691,-0.9073367,1.865155,2.883151,-62.99099,9.636122,-11.76203,1000.238
17.680118561,59.28296,249.6929,3.237704,-1.577171,-1.933401,2.271359,-63.3362,7.046178,-24.38756,1000.238
17.700186253,76.22395,156.9778,4.28203,-0.4203233,0.451273,1.598055,-63.3362,7.046178,-24.38756,1000.237
17.720254898,51.09171,143.154,13.92669,-1.387987,-0.009970868,1.480446,-63.3362,7.046178,-24.38756,1000.237
17.740322590,50.90554,93.99593,25.10711,-0.4493488,-0.0277682,1.201272,-60.00928,5.685125,-37.00303,1000.237
17.757882595,36.07442,57.11249,14.29527,-0.3123555,0.06111605,1.090984,-60.00928,5.685125,-37.00303,1000.237
17.777950764,24.84248,39.29642,7.845024,-0.4765611,0.07516026,1.088068,-56.30113,4.616568,-42.69532,1000.24
17.798018455,13.79671,29.28605,2.869119,-0.3368775,-0.03921965,0.9735127,-56.30113,4.616568,-42.69532,1000.24
17.818087101,7.467109,15.16428,-2.843958,-0.3455528,-0.04407239,0.9622712,-56.30113,4.616568,-42.69532,1000.237
17.838154793,6.536285,5.749766,-1.861063,-0.3237921,-0.06397723,0.9538916,-54.47935,4.264125,-43.92356,1000.237
17.858223438,5.667516,2.591734,-1.61534,-0.3579626,-0.1372802,0.9969721,-54.47935,4.264125,-43.92356,1000.242
17.878291130,7.901493,1.280852,2.500533,-0.3177092,-0.1049807,0.9381952,-53.72034,3.896154,-43.92419,1000.242
17.898359299,9.390811,-0.03002921,4.712047,-0.3045763,-0.02363001,0.9476978,-53.72034,3.896154,-43.92419,1000.24
17.918426990,5.419297,1.400023,2.991981,-0.3234639,-0.0009027915,0.9658291,-53.72034,3.896154,-43.92419,1000.24
17.938495636,2.130387,2.11505,0.1661576,-0.3318166,-0.02402969,0.941002,-52.97022,3.907251,-44.82879,1000.238
17.958563328,3.18532,3.187589,1.394776,-0.2972061,-0.0821031,0.9305377,-52.97022,3.907251,-44.82879,1000.238
17.978631973,3.68176,4.140957,3.790583,-0.2978128,-0.0481968,0.9397225,-52.96947,3.905639,-44.37599,1000.239
17.998699665,4.302309,6.226451,4.773478,-0.3317221,-0.05649389,0.9323435,-52.96947,3.905639,-44.37599,1000.239
18.018767834,5.605462,11.58915,5.142063,-0.2950317,-0.0410612,0.9220011,-52.96947,3.905639,-44.37599,1000.24
18.038835526,8.397932,18.02438,6.493544,-0.2643489,-0.07038648,0.9041279,-53.70907,3.21194,-45.28558,1000.24
18.058904171,11.68684,31.01403,9.933676,-0.2805225,-0.03511034,0.963753,-53.70907,3.21194,-45.28558,1000.239
18.078971863,12.67972,30.7161,9.872245,-0.2815512,-0.06024326,0.9199635,-52.16888,1.348462,-45.29173,1000.239
18.099040508,18.57494,39.95186,14.11098,-0.2859674,-0.08482073,0.9309071,-52.16888,1.348462,-45.29173,1000.244
18.119108200,4.798748,51.39228,21.35983,-0.4377377,-0.0307902,0.968769,-52.16888,1.348462,-45.29173,1000.244
18.139176369,5.977791,63.36897,18.28828,-0.2812575,-0.07543091,0.9587497,-52.96101,3.227414,-47.41919,1000.245
18.159244061,8.025602,65.03736,15.52389,-0.3748703,-0.01068489,0.9391034,-52.96101,3.227414,-47.41919,1000.245
18.179312229,22.98084,100.4312,14.47956,-0.3458766,-0.02387739,1.040783,-50.01341,2.890237,-49.61621,1000.247
18.199380398,50.285,207.8639,5.203494,-0.6314373,-0.002341851,0.8797001,-50.01341,2.890237,-49.61621,1000.247
18.219448090,24.59426,271.6204,38.00761,0.5751449,-0.1361593,1.980451,-50.01341,2.890237,-49.61621,1000.244
18.239516735,62.88214,421.5375,40.89486,-0.04918981,-0.3168139,1.968312,-47.10585,4.378859,-54.39276,1000.244
18.259584427,85.84245,529.864,19.45547,-0.159173,-0.463977,1.471234,-47.10585,4.378859,-54.39276,1000.248
18.279653072,20.80891,177.3561,42.18491,-0.5957494,-0.07720023,4.271645,-35.99657,2.706046,-62.14816,1000.248
18.299720764,43.33485,104.9597,47.59084,0.3561873,-0.03618317,1.639315,-35.99657,2.706046,-62.14816,1000.249
18.319788933,2.999156,12.06583,39.91197,0.5180094,-0.8098979,1.586523,-15.26223,-0.3957882,-62.58793,1000.249
18.339856625,20.62275,-67.42126,-4.134007,0.2283336,-0.6966141,1.370906,-15.26223,-0.3957882,-62.58793,1000.253
18.359925270,15.5963,-137.1959,-34.78804,0.1219456,-0.4136154,1.191382,-15.26223,-0.3957882,-62.58793,1000.253
18.379992962,2.875046,-186.4135,-30.30359,0.009654661,-0.1786725,1.092345,-16.34269,-2.308244,-56.58185,1000.25
18.400061607,-15.86554,-218.7685,-18.44742,-0.1992938,-0.1938775,1.039378,-16.34269,-2.308244,-56.58185,1000.25
18.420129299,-28.77295,-241.3514,-19.18459,-0.4455097,-0.3263178,1.035047,-23.27502,-6.099421,-50.4621,1000.254
18.440197468,-36.59187,-258.1545,-27.04775,-0.5819317,-0.313603,1.08864,-23.27502,-6.099421,-50.4621,1000.254
18.462773800,-51.60916,-269.2374,-38.22818,-0.7213987,-0.3458318,1.213599,-23.27502,-6.099421,-50.4621,1000.259
18.477825165,-54.21547,-272.9913,-44.80128,-0.8036993,-0.3126994,1.270001,-39.06602,-7.76489,-33.99464,1000.259
18.497892856,-57.69054,-278.2944,-53.7702,-0.9423302,-0.4189734,1.370123,-39.06602,-7.76489,-33.99464,1000.26
18.517961502,-54.40163,-277.8773,-81.59841,-0.9770283,-0.573573,1.32039,-47.09095,-11.64204,-7.047724,1000.26
18.538029194,-61.66206,-270.0716,-126.2587,-1.000474,-0.6493899,1.31834,-47.09095,-11.64204,-7.047724,1000.262
18.558097362,-67.74344,-261.253,-170.7347,-1.103766,-0.6640316,1.450447,-47.09095,-11.64204,-7.047724,1000.262
18.578165054,-59.86246,-243.7944,-187.4439,-1.130806,-0.4615458,1.38119,-29.95965,-19.24091,-4.471483,1000.261
18.598233700,-59.42808,-213.7633,-189.2254,-1.301637,-0.5168644,1.19819,-29.95965,-19.24091,-4.471483,1000.261
18.618301392,-40.81161,-174.0793,-199.0544,-1.574305,-0.5943325,0.8779106,-18.92047,-17.28332,-11.4349,1000.261
18.638370037,-80.40263,-118.9627,-220.6166,-1.71451,-0.09821159,0.1191882,-18.92047,-17.28332,-11.4349,1000.261
18.658437729,20.62275,-28.51191,-198.9929,-2.455649,0.09346386,-0.1672376,-18.92047,-17.28332,-11.4349,1000.264
18.678505897,6.908615,50.26015,-164.8988,-2.215261,0.5435713,-0.3563234,-21.63609,-9.553574,-8.364401,1000.264
18.698574066,-10.03238,105.913,-139.3435,-1.752136,0.1334714,0.353363,-21.63609,-9.553574,-8.364401,1000.264
18.718642235,-88.46977,251.9572,-130.1903,-1.796339,0.0526345,-1.403695,-22.81325,-6.99872,-7.901958,1000.264
18.738709927,3.68176,264.5893,-33.92801,0.7362301,1.615426,2.016042,-22.81325,-6.99872,-7.901958,1000.262
18.758778572,-57.44232,276.566,58.58697,-1.364257,-0.4217632,2.911959,-22.81325,-6.99872,-7.901958,1000.262
18.778846264,92.85466,229.6126,14.97101,-1.50909,-0.707622,2.62799,-23.19555,-6.988838,-11.78357,1000.264
18.798914432,24.03577,170.8017,16.75251,-0.5924134,-0.2384697,1.315903,-23.19555,-6.988838,-11.78357,1000.264
18.818982601,21.11919,70.93633,4.28203,-0.7231026,-0.1794485,0.8963389,-22.8928,-3.588245,-15.7142,1000.267
18.839050770,12.55561,23.86377,3.237704,-0.3167458,0.03540265,1.112547,-22.8928,-3.588245,-15.7142,1000.267
18.859118462,4.612583,9.980339,-2.35251,-0.3685593,-0.1442132,0.9605045,-22.8928,-3.588245,-15.7142,1000.269
18.879187107,5.729571,6.762721,0.3504504,-0.3213816,-0.1168771,0.94804,-22.51991,-3.57809,-17.4602,1000.269
18.899254799,5.667516,8.37153,4.159168,-0.356498,-0.1935626,0.9251883,-22.51991,-3.57809,-17.4602,1000.27
18.919323444,8.397932,6.286036,4.097737,-0.3373543,-0.09466682,0.9400045,-21.39861,-3.253075,-17.45735,1000.27
18.939391136,6.660395,4.3793,1.456207,-0.4111373,-0.07476861,1.01295,-21.39861,-3.253075,-17.45735,1000.266
18.959458828,3.68176,4.319714,0.3504504,-0.3238476,-0.08783886,0.9551578,-21.39861,-3.253075,-17.45735,1000.266
18.979526997,3.495595,3.425931,0.1661576,-0.3502623,-0.08030783,0.9399679,-21.76752,-3.571829,-17.00641,1000.265
18.999595165,2.750936,0.2083129,-0.8167374,-0.364563,-0.06947576,0.9461306,-21.76752,-3.571829,-17.00641,1000.265
19.019663334,2.316552,-2.294279,-1.308185,-0.3485172,-0.09626535,0.9356406,-22.16502,-2.509258,-17.45508,1000.265
19.039731026,3.123266,-3.903088,-0.2638589,-0.2611609,-0.08568958,0.8906158,-22.16502,-2.509258,-17.45508,1000.265
19.059799671,0.1446299,-2.055937,4.404892,-0.2770173,-0.1490907,0.9445626,-22.16502,-2.509258,-17.45508,1000.265
19.079867363,-0.537974,3.008832,8.459333,-0.2060963,-0.009429198,0.9017684,-21.77508,-3.25563,-17.84596,1000.268
19.099935532,7.529163,6.10728,11.59231,-0.2761009,-0.120196,0.9018004,-21.77508,-3.25563,-17.84596,1000.268
19.120003700,12.99,12.72127,10.79371,-0.3682453,-0.1329567,1.019883,-21.02345,-3.247756,-17.84496,1000.268
19.140071869,10.01136,16.41558,9.319366,-0.3544855,-0.03444377,0.9582151,-21.02345,-3.247756,-17.84496,1000.268
19.160139561,11.93506,18.50107,6.493544,-0.342583,-0.07470438,0.9328372,-22.15025,-3.260949,-17.45835,1000.268
19.180208206,13.73465,19.51402,12.88236,-0.2173915,-0.08422728,0.9113244,-22.15025,-3.260949,-17.45835,1000.268
19.200275898,17.52,34.88709,8.459333,-0.282515,-0.05980188,0.9533836,-22.15025,-3.260949,-17.45835,1000.27
19.217835903,15.78247,37.74719,10.1794,-0.3325818,-0.009140989,0.9210898,-21.78246,-2.879785,-17.84432,1000.27
19.237903595,16.03069,47.10212,11.40802,-0.5151687,0.02756803,0.9726099,-21.78246,-2.879785,-17.84432,1000.271
19.257971764,10.94218,40.6073,8.459333,-0.4137892,-0.01054372,0.9465023,-21.02345,-3.247756,-17.84496,1000.271
19.278039455,7.839438,51.63062,2.623395,-0.441522,0.04347331,0.9442419,-21.02345,-3.247756,-17.84496,1000.276
19.298108101,20.49864,67.36119,-5.424057,-0.3366182,-0.1367742,0.8947639,-21.02345,-3.247756,-17.84496,1000.276
19.318175793,41.72142,88.27571,-6.099797,-0.4245223,-0.08933378,0.9632061,-21.40816,-2.872624,-18.74942,1000.272
19.338244438,59.96556,134.097,-3.581129,-0.1307774,-0.2644217,1.247755,-21.40816,-2.872624,-18.74942,1000.272
19.358312130,107.6858,231.9364,26.21287,-0.5799129,-0.5075896,1.049778,-21.04852,-2.114002,-19.58657,1000.272
19.378380299,206.6633,283.4183,74.06757,-0.2412138,-0.2082692,1.323781,-21.04852,-2.114002,-19.58657,1000.272
19.398447991,377.1282,351.4054,60.92135,-0.3458704,-1.574512,1.546209,-21.04852,-2.114002,-19.58657,1000.278
19.418516159,324.8159,317.1437,80.14923,-1.036868,0.3226918,1.531195,-17.33301,-3.19822,-20.88026,1000.278
19.438584328,120.345,37.80678,-278.0545,-1.659475,-4.187342,0.6368573,-17.33301,-3.19822,-20.88026,1000.278
19.458652019,116.6837,-53.89534,-279.9589,0.04590455,-0.3554485,2.000305,-13.59009,-5.361152,-18.29746,1000.278
19.478720665,37.87401,-97.6907,-211.3405,0.4991862,0.7147374,1.420284,-13.59009,-5.361152,-18.29746,1000.276
19.498788357,25.40098,-134.0379,-113.4811,0.2232331,0.07038383,1.320823,-13.59009,-5.361152,-18.29746,1000.276
19.518856525,45.07238,-168.24,-57.82464,0.04590678,-0.1108244,1.121722,-14.63704,-8.725403,-9.192738,1000.278
19.538924694,37.00525,-190.227,-43.01979,-0.1621594,-0.3086348,1.111066,-14.63704,-8.725403,-9.192738,1000.278
19.558992863,35.57798,-214.0612,-27.72349,-0.2726624,-0.3863177,1.094254,-11.99294,-11.68132,1.665018,1000.28
19.579060554,16.71329,-225.025,-6.161228,-0.3949476,-0.4586008,1.060205,-11.99294,-11.68132,1.665018,1000.28
19.599129200,-14.8106,-224.7866,3.729152,-0.5770145,-0.6675404,1.076742,-11.99294,-11.68132,1.665018,1000.28
19.619196892,-41.3701,-214.8954,-22.379,-0.8215453,-0.9729486,1.121767,-0.4366817,-16.02257,5.542051,1000.28
19.639265537,-60.79329,-210.1882,-90.13731,-0.9947739,-0.9961398,1.188032,-0.4366817,-16.02257,5.542051,1000.282
19.659333229,-59.92452,-204.6467,-155.1312,-1.028159,-0.7911035,1.166796,22.58603,-24.94799,-6.628382,1000.282
19.679400921,-49.00285,-210.1286,-184.9252,-1.007192,-0.4934079,1.291762,22.58603,-24.94799,-6.628382,1000.283
19.699469089,-39.01202,-211.6182,-175.4034,-0.9471532,-0.2316764,1.397671,22.58603,-24.94799,-6.628382,1000.283
19.719537258,-39.75668,-210.0094,-146.7152,-0.9300874,-0.1261319,1.388959,55.44515,-28.09205,-64.8175,1000.282
19.739605427,-47.07915,-215.0146,-123.5557,-1.056354,-0.08369894,1.420598,55.44515,-28.09205,-64.8175,1000.282
19.759673119,-83.25716,-225.2037,-96.83328,-0.9490513,0.3782884,1.121922,17.87953,1.81023,-74.24403,1000.284
19.779741764,-74.50742,-199.1648,-50.88295,-1.122957,0.3035384,0.9015939,17.87953,1.81023,-74.24403,1000.284
19.799809456,-59.80041,-168.4187,15.09387,-1.326167,0.3411695,0.6152941,17.87953,1.81023,-74.24403,1000.283
19.819877624,-89.33855,-118.6052,49.86378,-1.648024,0.1798343,0.08949553,-17.94782,6.549791,-50.40007,1000.283
19.839945793,-81.76785,-43.94456,33.09314,-1.916093,-0.1566612,-0.3716949,-17.94782,6.549791,-50.40007,1000.283
19.860013962,-21.32637,33.87413,-13.41008,-1.898386,-0.2460761,-0.2943877,-25.27281,4.171003,-37.41793,1000.283
19.880081654,-8.046618,91.97002,-46.95137,-1.801612,-0.07236952,0.04275277,-25.27281,4.171003,-37.41793,1000.284
19.900149345,257.4243,186.2939,-91.3045,-1.453026,2.207741,1.971908,-23.04207,2.731578,-31.34086,1000.284
19.920217991,42.77635,270.4286,-80.7998,0.002170233,3.616399,0.4219829,-23.04207,2.731578,-31.34086,1000.286
19.940285683,-2.089347,265.9597,95.87555,-1.156022,0.3015857,2.760676,-23.04207,2.731578,-31.34086,1000.286
19.957845688,71.38366,242.2447,-20.96608,-1.433647,-1.539361,1.910134,-17.43872,1.648389,-27.39255,1000.291
19.977913380,65.24023,166.0944,-3.458267,-0.3520425,-0.0851315,1.093305,-17.43872,1.648389,-27.39255,1000.291
19.997981548,76.16189,120.3327,11.59231,-0.5180871,-0.3453468,1.141267,-10.06028,2.472895,-26.08577,1000.292
20.018049240,65.36433,88.09695,40.09626,-0.6895132,0.2079516,1.277945,-10.06028,2.472895,-26.08577,1000.292
20.038117886,37.62579,30.17983,15.70818,-0.5516489,0.1390705,1.113358,-10.06028,2.472895,-26.08577,1000.289
20.058185577,14.29315,8.669457,-1.67677,-0.3797422,0.0743233,1.068832,-6.710281,1.002676,-25.63509,1000.289
20.078254223,2.999156,0.2678984,-11.44429,-0.4084546,-0.008886642,0.9717049,-6.710281,1.002676,-25.63509,1000.29
20.098321915,3.30943,-3.188062,-10.2771,-0.31306,-0.09409355,0.9002396,-4.900467,1.395937,-25.17826,1000.29
20.118390083,8.646152,-1.698424,-1.799632,-0.2847384,-0.1538837,0.898947,-4.900467,1.395937,-25.17826,1000.289
20.138458252,13.85876,-0.03002921,5.264925,-0.2990707,-0.05939852,0.9389279,-4.900467,1.395937,-25.17826,1000.289
20.158525944,12.55561,2.532148,3.790583,-0.3314289,0.00884047,0.9554794,-5.269655,1.017767,-25.63318,1000.29
20.178594112,8.459987,3.485517,0.1047266,-0.3393627,-0.00980966,0.956435,-5.269655,1.017767,-25.63318,1000.29
20.198661804,7.156834,6.286036,0.4733122,-0.3032795,-0.04191591,0.9360448,-5.636679,0.6349916,-24.7944,1000.295
20.218730450,7.591218,7.596918,2.561964,-0.3135346,-0.04002628,0.9274186,-5.636679,0.6349916,-24.7944,1000.295
20.238798142,5.915736,8.014016,4.036306,-0.3185233,-0.03325765,0.9242371,-5.636679,0.6349916,-24.7944,1000.293
20.258866787,6.59834,13.49588,4.650616,-0.3221813,-0.0192288,0.9251279,-5.269005,1.016386,-25.24507,1000.293
20.278934479,10.07341,22.67205,6.370682,-0.2706119,-0.04640097,0.9188628,-5.269005,1.016386,-25.24507,1000.29
20.299002647,5.481352,25.59175,9.56509,-0.2797106,0.02581142,0.8947802,-5.253477,0.263083,-24.79553,1000.29
20.319070339,2.688881,31.49071,15.3396,-0.2727293,-0.1981097,0.9417183,-5.253477,0.263083,-24.79553,1000.287
20.339138508,7.032724,41.56067,15.27817,-0.3566064,0.003350234,0.9975299,-5.253477,0.263083,-24.79553,1000.287
20.359206677,4.116144,46.44668,19.63976,-0.33924,-0.0166162,0.9562433,-4.501846,0.2709565,-24.79453,1000.291
20.379274368,-8.046618,39.23683,24.79996,-0.6212512,0.05488797,0.9354947,-4.501846,0.2709565,-24.79453,1000.291
20.399343014,1.385728,44.06326,15.46246,-0.3269809,0.03343122,1.006988,-3.373642,0.2811546,-24.34024,1000.29
20.419410706,11.43862,62.11767,10.30226,-0.3195607,-0.05442993,1.002557,-3.373642,0.2811546,-24.34024,1000.29
20.439478874,30.24126,133.6203,22.21986,0.004383169,-0.1269344,1.170307,-3.373642,0.2811546,-24.34024,1000.286
20.459547043,51.09171,231.6385,23.38705,-0.6720992,-0.2363415,0.6389502,-1.926105,-0.0185709,-23.88689,1000.286
20.479615211,69.89435,327.9287,60.24561,0.110765,-0.2083716,1.784425,-1.926105,-0.0185709,-23.88689,1000.286
20.499682903,122.8272,491.6101,58.6484,-0.2169529,0.1895175,1.904684,0.3442078,-0.7480226,-23.49905,1000.289
20.519750595,116.1253,459.0764,51.52242,-1.190063,-0.1019543,2.826914,0.3442078,-0.7480226,-23.49905,1000.289
20.539819240,11.81095,70.57881,-7.758432,2.412707,-1.208125,1.375207,0.3442078,-0.7480226,-23.49905,1000.288
20.559886932,-41.80449,30.17983,-2.536803,1.13531,-0.4096499,2.24438,8.502572,-4.011217,-15.67581,1000.288
20.579955578,-47.76176,-65.15701,-3.888284,0.6505365,-0.6053833,1.576808,8.502572,-4.011217,-15.67581,1000.29
20.600023270,-51.85738,-146.8488,-22.01041,0.2825332,-0.4068247,1.511996,17.21924,-13.22692,-6.131311,1000.29
20.620091438,-53.3467,-207.5664,-29.19783,0.004123648,-0.2421719,1.354909,17.21924,-13.22692,-6.131311,1000.293
20.640159607,-58.37315,-245.582,-25.5734,-0.2477207,-0.06524608,1.254235,35.23106,-28.47484,-17.04203,1000.293
20.660227299,-63.33754,-269.4162,-13.04149,-0.4214366,0.01733806,1.244078,35.23106,-28.47484,-17.04203,1000.295
20.680295467,-71.21851,-285.2659,1.824793,-0.5894801,0.02996914,1.296808,35.23106,-28.47484,-17.04203,1000.295
20.697855472,-79.59592,-292.7737,11.10086,-0.6749913,0.04979135,1.265706,52.36698,-40.34502,-63.9693,1000.297
20.717923164,-88.34566,-283.6571,15.83104,-0.7074541,0.01492839,1.247409,52.36698,-40.34502,-63.9693,1000.297
20.737990856,-90.45554,-270.5483,-0.6938755,-0.8188279,-0.1190569,1.347143,52.36698,-40.34502,-63.9693,1000.299
20.758059502,-76.98962,-267.3903,-29.75071,-0.8312216,-0.1027027,1.471096,19.26044,-30.31206,-75.67613,1000.299
20.778127193,-72.02522,-263.4576,-58.00893,-0.8627962,-0.1299012,1.556613,19.26044,-30.31206,-75.67613,1000.294
20.798195362,-68.05371,-258.2141,-78.52686,-0.9218847,-0.06282906,1.585326,-11.0214,-27.68692,-57.52669,1000.294
20.818263054,-71.15646,-249.6338,-91.48879,-0.9483917,0.05257832,1.389201,-11.0214,-27.68692,-57.52669,1000.294
20.838331699,-70.90823,-228.2426,-97.75475,-0.984778,0.2272852,1.090207,-9.247231,-42.41274,-69.29686,1000.294
20.858399391,-62.46877,-192.4913,-84.85425,-1.268371,0.2193811,0.8842347,-9.247231,-42.41274,-69.29686,1000.296
20.878467083,-38.76379,-145.4187,-50.88295,-1.769728,0.4356617,0.3928972,-9.247231,-42.41274,-69.29686,1000.296
20.898535728,-41.24599,-69.03007,-27.47776,-2.429672,0.4281656,-0.3544756,-28.45434,-43.38152,-64.92704,1000.296
20.918603420,-2.151402,32.80159,-36.6924,-2.12456,0.1253432,-0.4192168,-28.45434,-43.38152,-64.92704,1000.296
20.938671589,25.46303,85.77312,-53.34018,-1.732473,-0.06631253,0.3646269,-33.63511,-40.87948,-61.42971,1000.296
20.958739758,68.21886,339.5479,-39.39536,0.2210035,-0.3561234,-2.839583,-33.63511,-40.87948,-61.42971,1000.296
