Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
8.200414181,-55.20835,-245.8799,1.026191,-0.3974498,0.03178325,1.092872,24.72921,-20.12497,-17.47186,1000.267
8.217974186,-58.12493,-263.1597,15.76961,-0.545444,-0.01828364,1.038718,35.34044,-35.06986,-29.68446,1000.267
8.238042355,-71.96317,-270.6079,17.98113,-0.6662827,-0.03472696,1.045447,35.34044,-35.06986,-29.68446,1000.269
8.258111000,-86.73224,-270.3695,15.46246,-0.7422423,0.02341291,1.065253,38.85075,-47.50499,-63.69444,1000.269
8.278179169,-88.78005,-260.7763,5.449218,-0.8617898,-0.196851,1.165495,38.85075,-47.50499,-63.69444,1000.268
8.298247337,-72.95605,-258.8695,-37.18385,-0.9858419,-0.4611249,1.369571,38.85075,-47.50499,-63.69444,1000.268
8.318315506,-57.81465,-266.4369,-96.71042,-1.044212,-0.4579063,1.501542,6.628336,-43.74828,-69.79983,1000.266
8.338384152,-51.17478,-272.3954,-147.3295,-1.080252,-0.3761305,1.456035,6.628336,-43.74828,-69.79983,1000.266
8.358452320,-31.13104,-269.4162,-174.052,-1.145919,-0.2981981,1.371791,-15.94932,-41.4625,-56.81688,1000.262
8.378520012,-18.90623,-261.253,-193.7713,-1.340285,0.03683525,1.278267,-15.94932,-41.4625,-56.81688,1000.262
8.398588657,-50.05779,-235.2737,-190.7612,-1.370481,0.4323967,0.8944417,-18.59059,-56.96264,-57.72881,1000.265
8.418656826,-9.163607,-173.1856,-145.7937,-1.920014,0.3269461,0.4479671,-18.59059,-56.96264,-57.72881,1000.265
8.438725472,2.812991,-118.8436,-72.62949,-2.59343,0.7454316,-0.2050908,-18.59059,-56.96264,-57.72881,1000.263
8.458793163,-42.48709,-13.19843,-19.98319,-2.362685,0.5752021,-1.166317,-19.62848,-61.42656,-56.4559,1000.263
8.478861809,35.76414,83.86639,5.940665,-2.135785,-0.2706525,-0.1834028,-19.62848,-61.42656,-56.4559,1000.26
8.498929977,21.55357,206.7317,95.81412,-0.8967872,-0.2386258,-0.2414454,-18.85826,-62.53862,-58.59441,1000.26
8.518998623,-19.40266,326.3795,22.21986,-0.2454892,-0.1071066,0.3404834,-18.85826,-62.53862,-58.59441,1000.262
8.539066315,37.99812,307.3717,32.17167,-1.49678,0.09946085,1.890554,-18.85826,-62.53862,-58.59441,1000.262
8.559134483,126.3023,210.9623,-4.3183,-1.852224,-0.5888413,1.769313,-11.4292,-65.00299,-66.03454,1000.263
8.579203129,51.33993,143.5115,13.31238,-0.9918335,0.5713704,1.328887,-11.4292,-65.00299,-66.03454,1000.263
8.599271774,25.89742,78.8612,11.22373,-0.569428,0.01804398,1.083876,7.150091,-69.94759,-65.57951,1000.263
8.619339466,13.11411,35.36377,11.10086,-0.3831813,0.05125797,1.140814,7.150091,-69.94759,-65.57951,1000.263
8.639407635,13.05205,19.03734,3.483428,-0.4726203,-0.03877524,0.9715688,7.150091,-69.94759,-65.57951,1000.259
8.659476280,8.770262,13.61506,3.114842,-0.3675564,-0.065221,0.9506175,13.87971,-74.33154,-63.90817,1000.259
8.679544449,5.233132,13.07879,3.790583,-0.3961918,-0.06973336,0.9249302,13.87971,-74.33154,-63.90817,1000.261
8.699612141,3.55765,11.35081,3.60629,-0.4088762,-0.04046475,0.9364466,15.39111,-74.69324,-63.45502,1000.261
8.719680786,0.02052013,8.967384,2.439102,-0.4071433,-0.055554,0.9389215,15.39111,-74.69324,-63.45502,1000.264
8.739749432,-1.220578,8.311944,1.517638,-0.4001335,-0.06691797,0.9269592,15.39111,-74.69324,-63.45502,1000.264
8.759817600,-2.027292,7.596918,2.009086,-0.4122101,-0.07189316,0.9195989,16.47145,-75.43539,-63.00407,1000.266
8.779885292,-1.717017,6.047694,1.149052,-0.4095286,-0.05902747,0.9088166,16.47145,-75.43539,-63.00407,1000.266
8.799953937,-2.027292,4.319714,2.009086,-0.4080719,-0.05895588,0.9059088,15.7906,-75.82006,-62.55382,1000.266
8.820022106,-2.337566,6.286036,3.544859,-0.371197,-0.08057863,0.9008181,15.7906,-75.82006,-62.55382,1000.266
8.840090752,-0.6000289,10.09951,4.527754,-0.3972441,-0.09282941,0.9068565,15.7906,-75.82006,-62.55382,1000.263
8.860158443,1.633948,12.30417,5.756372,-0.4121264,-0.07668063,0.914623,16.84737,-75.43168,-62.93888,1000.263
8.880227089,0.4549045,14.2705,6.24782,-0.3961404,-0.07294333,0.9122527,16.84737,-75.43168,-62.93888,1000.265
8.900295258,-3.02017,17.60729,8.336472,-0.4003459,-0.02900462,0.8975257,17.23046,-75.80336,-63.0047,1000.265
8.920362949,0.8892888,22.01661,9.810814,-0.3944258,-0.08673015,0.9249308,17.23046,-75.80336,-63.0047,1000.265
8.940431595,2.750936,21.77827,10.1794,-0.43506,-0.07278728,0.9186837,17.23046,-75.80336,-63.0047,1000.265
8.957991123,1.696003,21.06325,10.05654,-0.4207437,-0.05708599,0.9273059,17.22384,-75.42912,-62.55027,1000.263
8.978059769,0.6410692,26.24719,11.53088,-0.4189903,-0.07352226,0.9224811,17.22384,-75.42912,-62.55027,1000.263
8.998127937,-2.585786,32.08657,10.36369,-0.4443203,-0.01763448,0.9280109,18.35791,-75.79155,-63.0032,1000.263
9.018196106,-5.440312,39.71352,5.633511,-0.4561346,-0.01066468,0.903557,18.35791,-75.79155,-63.0032,1000.263
9.038264275,-7.115794,46.92336,-1.00103,-0.4837729,-0.01595004,0.8976935,18.35791,-75.79155,-63.0032,1000.264
9.058332920,-10.71498,52.82233,-3.028251,-0.5277077,-0.006613842,0.933931,18.35128,-75.41731,-62.54877,1000.264
9.078401089,7.715328,57.23166,-11.69001,-0.493468,-0.04263224,0.9758887,18.35128,-75.41731,-62.54877,1000.262
9.098468781,12.05917,121.2265,14.3567,-0.4012489,-0.2412767,1.158315,20.92674,-75.76626,-62.547,1000.262
9.118537426,7.529163,200.3561,55.20827,-0.1458362,-0.2063158,1.437762,20.92674,-75.76626,-62.547,1000.262
9.138605595,22.11207,351.7033,48.94231,-0.4552264,0.05975992,1.355765,24.99654,-75.36021,-59.04696,1000.262
9.158673763,112.464,465.75,-8.434173,-0.4074598,0.01785351,1.005857,24.99654,-75.36021,-59.04696,1000.263
9.178741932,207.5942,427.6749,-18.93886,-0.5168046,-0.5663567,1.561564,24.99654,-75.36021,-59.04696,1000.263
9.198810577,122.5169,11.23164,-73.2438,-0.2693718,-0.8778428,0.6621521,34.64247,-77.13375,-42.93549,1000.261
9.218878746,106.0103,5.988109,-56.53459,0.3814227,-0.4248883,2.077571,34.64247,-77.13375,-42.93549,1000.261
9.238946438,96.26768,-74.80986,-57.70178,0.2473513,-0.6972447,1.434727,49.91916,-81.84945,-28.57617,1000.261
9.259015083,85.7804,-137.613,-74.34956,0.1167759,-0.6947383,1.146708,49.91916,-81.84945,-28.57617,1000.261
9.279083252,86.09068,-175.569,-75.94676,-0.07776089,-0.6736825,1.06276,49.91916,-81.84945,-28.57617,1000.261
9.299151898,77.15477,-210.069,-74.53385,-0.2940165,-0.687839,1.027761,53.94679,-79.97317,-33.3496,1000.262
9.319219589,73.30737,-231.8773,-75.94676,-0.4993883,-0.8215737,0.935143,53.94679,-79.97317,-33.3496,1000.262
9.339288235,74.79668,-243.9136,-90.38303,-0.7186549,-0.9646866,0.9294513,50.90675,-75.53785,-38.57372,1000.262
9.359356403,70.39079,-252.7918,-113.2353,-0.8619381,-0.9757037,0.9993452,50.90675,-75.53785,-38.57372,1000.262
9.379424095,64.49557,-251.7789,-133.2004,-0.9082034,-1.028055,0.9626917,50.90675,-75.53785,-38.57372,1000.264
9.399492741,69.08763,-239.4447,-164.5302,-0.950297,-1.14863,0.9696145,52.6347,-72.14934,-52.46423,1000.264
9.419560909,66.48132,-226.9913,-194.6927,-0.9923061,-1.081098,1.115439,52.6347,-72.14934,-52.46423,1000.26
9.439629555,55.74583,-228.183,-207.9004,-1.092996,-0.9168462,1.229326,48.01477,-65.46593,-77.73326,1000.26
9.459697246,36.32264,-225.6208,-198.1943,-1.056881,-0.6294395,1.123993,48.01477,-65.46593,-77.73326,1000.262
9.479765892,5.171077,-210.9628,-170.1204,-1.139998,-0.5273761,1.063241,48.01477,-65.46593,-77.73326,1000.262
9.499834061,-6.80552,-186.5923,-147.6981,-1.469694,-0.2681324,0.9898355,14.91549,-51.05299,-70.27389,1000.258
9.519901752,-53.96725,-149.2918,-125.9515,-1.213277,0.2540103,0.4386599,14.91549,-51.05299,-70.27389,1000.258
9.539970398,-44.78312,-73.26064,-79.57119,-1.747683,-0.1729328,0.1607731,-9.384998,-36.61152,-45.01443,1000.259
9.560038566,-8.481002,-45.73212,-49.96148,-2.349446,-0.1505735,0.07292849,-9.384998,-36.61152,-45.01443,1000.259
9.580107212,-31.31721,-14.1518,-41.66831,-2.010855,0.02674885,-0.3575036,-9.384998,-36.61152,-45.01443,1000.257
9.600174904,-34.3579,53.47777,-38.28961,-1.811285,-0.2731566,-0.2639786,-14.9725,-31.22664,-25.39819,1000.257
9.620243549,1.013399,168.1799,-130.5589,-0.4077124,0.2813538,1.240798,-14.9725,-31.22664,-25.39819,1000.254
9.640311718,-8.232782,215.0737,22.77274,-0.04182805,3.263264,0.8687376,-13.0491,-32.68179,-15.82853,1000.254
9.660380363,-25.79432,176.6411,0.9647596,-1.59978,-1.754286,2.429935,-13.0491,-32.68179,-15.82853,1000.252
9.677939415,58.84857,135.1099,-5.546919,-0.8684244,-0.03175868,1.622325,-13.0491,-32.68179,-15.82853,1000.252
9.698007584,39.85977,101.8016,-9.294206,-0.7598559,-0.4234992,1.28223,-12.69988,-34.19571,-11.95353,1000.253
9.718076229,34.89538,53.12026,1.579069,-0.4807164,-0.209284,1.007472,-12.69988,-34.19571,-11.95353,1000.253
9.738144398,27.75906,24.63838,13.25095,-0.4718444,0.05600213,1.073958,-13.74765,-34.96339,-10.59981,1000.252
9.758212566,16.71329,10.27827,5.940665,-0.3865612,-0.03516096,0.9980026,-13.74765,-34.96339,-10.59981,1000.252
9.778280735,10.81807,9.146141,3.852014,-0.2551364,-0.06682874,0.9685844,-13.74765,-34.96339,-10.59981,1000.251
9.798349380,4.674638,7.656503,-0.07956615,-0.3425289,-0.0223989,0.9802981,-14.50374,-34.60163,-8.852673,1000.251
9.818417072,3.18532,4.558056,-1.185323,-0.3477692,-0.08335093,0.9510087,-14.50374,-34.60163,-8.852673,1000.25
9.838485241,5.791626,3.485517,0.8418978,-0.3383235,-0.09475172,0.9443624,-14.87218,-34.98141,-8.854803,1000.25
9.858553886,7.591218,3.723859,2.869119,-0.3326067,-0.08821931,0.9377488,-14.87218,-34.98141,-8.854803,1000.251
9.878621578,8.025602,4.081372,3.421997,-0.3301987,-0.05992965,0.9361148,-14.87218,-34.98141,-8.854803,1000.251
9.898690224,4.426418,1.340438,2.070517,-0.3422502,-0.01171915,0.9505818,-14.48956,-35.29206,-8.46755,1000.255
9.918758392,0.2066849,1.638366,2.131948,-0.2807598,-0.1043743,0.9114592,-14.48956,-35.29206,-8.46755,1000.255
9.938827038,3.061211,4.855984,1.149052,-0.3125431,-0.06784114,0.9338956,-14.86537,-35.296,-8.46805,1000.254
9.958894730,0.3928496,6.286036,3.790583,-0.3381413,-0.02441721,0.9269731,-14.86537,-35.296,-8.46805,1000.254
9.978962898,1.199563,7.477747,4.343461,-0.3246284,-0.09885316,0.942748,-15.25473,-34.61089,-8.465559,1000.253
9.999031544,-0.9103035,8.848214,5.940665,-0.3169462,-0.01279462,0.9243225,-15.25473,-34.61089,-8.465559,1000.253
10.019099236,0.5169594,14.50884,6.124958,-0.2494218,-0.06215028,0.8926893,-15.25473,-34.61089,-8.465559,1000.252
10.039167881,0.9513437,30.00107,12.39091,-0.2442167,-0.08039103,0.9144287,-15.24734,-34.98673,-8.46719,1000.252
10.059236050,7.280944,30.59693,9.933676,-0.3789196,0.0002230005,1.015915,-15.24734,-34.98673,-8.46719,1000.25
10.079304695,11.25246,28.98812,7.537869,-0.3579814,-0.05735433,0.9251474,-15.63119,-34.61345,-8.85417,1000.25
10.099372387,3.805869,33.69538,15.83104,-0.3633706,-0.05478897,0.9416979,-15.63119,-34.61345,-8.85417,1000.249
10.119440556,10.44574,32.98035,8.950781,-0.334206,-0.02647584,0.9390048,-15.63119,-34.61345,-8.85417,1000.249
10.139509201,-3.578664,36.61507,18.47257,-0.4935924,0.1255409,0.9554399,-16.37327,-35.00177,-7.563093,1000.252
10.159576893,-0.6620838,36.73424,12.63664,-0.4231733,0.02428455,0.9484812,-16.37327,-35.00177,-7.563093,1000.252
10.179645538,6.84656,43.70575,8.643626,-0.3683315,-0.04982382,0.9292673,-16.37403,-35.00016,-8.01589,1000.251
10.199713707,17.95439,62.11767,8.459333,-0.3924976,-0.03047694,0.9710437,-16.37403,-35.00016,-8.01589,1000.251
10.219781399,33.53017,100.6099,4.773478,-0.2987,-0.1035491,1.057748,-16.37403,-35.00016,-8.01589,1000.249
10.239850044,55.62172,163.711,30.4516,-0.03012769,-0.3480085,1.045604,-17.05471,-35.32518,-6.724457,1000.249
10.259918213,62.13748,233.3069,53.97965,-0.02262649,-0.4263846,1.531855,-17.05471,-35.32518,-6.724457,1000.251
10.279986382,90.00014,348.4857,62.94857,-0.1401313,0.06975964,1.399992,-16.67,-35.70032,-5.819996,1000.251
10.300054550,245.2615,432.4417,19.76262,-0.1521903,-0.9243989,1.741969,-16.67,-35.70032,-5.819996,1000.25
10.320123196,223.9146,300.3406,-16.60449,-0.7180391,-0.1841536,3.011797,-16.67,-35.70032,-5.819996,1000.25
10.340191364,67.84653,41.38191,-169.5061,2.24383,-1.592551,1.966746,-16.35479,-35.34123,-0.1903343,1000.252
10.360259056,49.41623,6.166865,-145.3637,0.263663,0.02917224,1.866099,-16.35479,-35.34123,-0.1903343,1000.252
10.380327702,18.01644,-71.41349,-90.81305,0.303864,-0.2156697,1.446612,-14.79199,-37.25284,13.32273,1000.251
10.400395870,17.52,-122.8358,-49.90005,0.1756151,-0.04531696,1.162332,-14.79199,-37.25284,13.32273,1000.251
10.417955875,-2.585786,-153.0457,-22.13327,0.03239913,-0.09174486,1.067114,-14.79199,-37.25284,13.32273,1000.254
10.438023567,-11.58375,-183.6726,-3.519698,-0.1454268,-0.1861914,1.047156,-7.707129,-38.70808,38.03555,1000.254
10.458092213,-18.59595,-206.6726,8.21361,-0.3027536,-0.203064,1.038022,-7.707129,-38.70808,38.03555,1000.252
10.478160381,-28.7109,-222.6415,10.67085,-0.4550741,-0.335023,1.05178,16.03126,-43.34763,55.89909,1000.252
10.498228073,-36.84009,-232.5923,-1.67677,-0.5492409,-0.4271477,1.07614,16.03126,-43.34763,55.89909,1000.253
10.518296718,-51.60916,-233.5457,-26.5563,-0.6534094,-0.4231762,1.104202,16.03126,-43.34763,55.89909,1000.253
10.538364887,-62.53082,-227.8255,-63.96773,-0.7788746,-0.4777834,1.182493,65.56843,-47.92761,27.61007,1000.253
10.558433056,-56.57355,-232.1752,-104.205,-0.8687242,-0.4013271,1.323407,65.56843,-47.92761,27.61007,1000.253
10.578501224,-46.52066,-238.0146,-127.5487,-0.8340378,-0.2202967,1.331279,92.29577,-37.82954,-19.66186,1000.253
10.598569870,-42.98353,-241.8877,-127.2416,-0.8646904,-0.1097834,1.41679,92.29577,-37.82954,-19.66186,1000.254
10.618637562,-43.72819,-242.3048,-111.0238,-0.8698012,-0.04286195,1.393513,92.29577,-37.82954,-19.66186,1000.254
10.638705730,-72.39755,-233.4861,-93.82317,-0.8109351,0.3307231,1.248405,89.58029,-17.426,-56.51208,1000.252
10.658774376,-63.46165,-217.398,-70.72514,-1.010685,0.2650368,1.230299,89.58029,-17.426,-56.51208,1000.252
10.678842068,-41.18394,-198.569,-31.40934,-1.144418,0.3349897,0.9504788,63.38287,0.4828892,-77.81392,1000.254
10.698910713,-39.63256,-162.2814,22.28129,-1.393893,0.4241256,0.4866597,63.38287,0.4828892,-77.81392,1000.254
10.718978882,-61.47589,-97.45236,39.23623,-1.864988,0.2804856,-0.1349555,28.06118,13.00244,-73.01778,1000.253
10.739046574,-16.61019,-10.87459,14.78672,-1.995971,-0.1283558,-0.5047279,28.06118,13.00244,-73.01778,1000.253
10.759115219,35.70209,57.70834,-4.99404,-1.839235,-0.03619263,0.0497073,28.06118,13.00244,-73.01778,1000.252
10.779183388,174.4568,230.5064,28.73154,-2.186218,1.671669,-1.762566,9.129757,17.59259,-62.99567,1000.252
10.799252033,54.25651,242.7214,-42.46691,0.2509732,0.4471902,1.308561,9.129757,17.59259,-62.99567,1000.249
10.819319725,21.49152,293.3691,60.98278,-1.379678,0.8643144,3.835055,6.205724,16.79924,-59.96263,1000.249
10.839388370,46.31348,234.1411,1.824793,-1.144569,-1.437383,1.890225,6.205724,16.79924,-59.96263,1000.253
10.859456539,77.09271,169.7291,5.57208,-0.410614,0.1190129,1.258032,6.205724,16.79924,-59.96263,1000.253
10.879524231,81.31245,121.6436,9.687952,-0.8250191,-0.2663308,1.171647,8.874417,11.99036,-56.48714,1000.253
10.899592876,62.75803,72.54514,25.84429,-0.511691,0.006636888,1.325418,8.874417,11.99036,-56.48714,1000.253
10.919661045,30.1792,30.47776,10.978,-0.4409851,0.1258522,1.093243,13.41112,7.584832,-55.20683,1000.256
10.939729214,16.52713,15.70055,-1.123892,-0.3670443,0.04258075,0.9967312,13.41112,7.584832,-55.20683,1000.256
10.959797382,7.839438,12.30417,-6.714107,-0.4085789,0.05162602,0.9598501,13.41112,7.584832,-55.20683,1000.256
10.979866028,1.137508,8.490701,-4.99404,-0.3729373,-0.1180715,0.9322068,15.68216,3.59878,-55.22131,1000.256
10.999933720,1.385728,7.716089,-1.062461,-0.3769123,-0.05935701,0.9377429,15.68216,3.59878,-55.22131,1000.256
11.020001888,4.612583,7.239405,1.271914,-0.3765574,-0.07952386,0.920715,15.68291,3.597168,-54.76852,1000.256
11.040070534,6.536285,6.822306,2.500533,-0.3739688,-0.03390852,0.9316701,15.68291,3.597168,-54.76852,1000.254
11.060138226,4.674638,7.83526,1.271914,-0.3673049,-0.02591446,0.9260626,15.68291,3.597168,-54.76852,1000.254
11.080206871,2.999156,9.801582,1.579069,-0.3475308,-0.01663824,0.9160891,16.44856,2.854963,-55.22358,1000.259
11.100275040,-2.151402,10.09951,5.203494,-0.3861952,-0.03091894,0.9124312,16.44856,2.854963,-55.22358,1000.259
11.120342732,2.316552,11.17205,4.097737,-0.3591611,-0.07291682,0.9232618,16.08827,2.097724,-54.77454,1000.255
11.140411377,-0.3518093,13.61506,9.872245,-0.3521996,-0.02840691,0.8847907,16.08827,2.097724,-54.77454,1000.255
11.157970905,-0.7241387,18.14355,13.12808,-0.3516113,-0.08752637,0.9015241,16.08827,2.097724,-54.77454,1000.26
11.178038597,-0.9103035,25.53216,15.27817,-0.3360174,-0.03480214,0.9087616,16.45594,2.479118,-55.22521,1000.26
11.198107243,0.8892888,30.00107,15.40103,-0.3863611,-0.02042819,0.9577497,16.45594,2.479118,-55.22521,1000.256
11.218175888,-2.337566,32.20574,18.10399,-0.4851537,0.008076319,0.9472695,16.47147,1.725815,-54.77567,1000.256
11.238243580,-4.199214,33.63579,16.56821,-0.4099841,-0.005331929,0.9601912,16.47147,1.725815,-54.77567,1000.257
11.258311749,-4.509488,36.91299,11.22373,-0.4017831,-0.00198683,0.9423446,16.47147,1.725815,-54.77567,1000.257
11.278380394,-4.819763,43.10989,5.817803,-0.4455649,-0.001943049,0.9502415,17.92089,1.362067,-53.93448,1000.258
11.298448086,-5.130037,55.86119,2.684826,-0.366888,-0.01981716,1.00466,17.92089,1.362067,-53.93448,1000.258
11.318516254,15.53425,101.8016,14.17241,0.06008759,-0.224461,1.061354,18.30701,0.9839401,-52.18912,1000.259
11.338584900,22.42234,170.325,34.56748,0.4564599,-0.2949263,1.183406,18.30701,0.9839401,-52.18912,1000.259
11.358652592,29.18633,283.0012,53.24248,0.02606723,-0.1036633,1.581421,18.30701,0.9839401,-52.18912,1000.256
11.378721237,50.16088,438.8769,77.69199,-0.7839863,0.08421733,1.490709,20.93618,1.374906,-48.69099,1000.256
11.398789406,157.64,582.0013,28.73154,-0.04802821,-0.9879237,1.50503,20.93618,1.374906,-48.69099,1000.256
11.418857098,111.1609,195.768,-43.08122,-0.7123714,-0.7269207,5.408418,28.38401,-0.4091678,-36.07543,1000.256
11.438925743,27.32468,158.3483,-34.97234,0.6295733,-0.7724368,1.309309,28.38401,-0.4091678,-36.07543,1000.257
11.458993912,-41.99065,25.05548,-27.53919,0.5847762,-0.429326,1.914087,34.71363,-2.284736,-18.67494,1000.257
11.479062080,-56.5115,-59.31762,-34.48089,0.3477145,-0.4907843,1.386447,34.71363,-2.284736,-18.67494,1000.257
11.499130249,-48.81669,-128.7348,-41.17686,0.113874,-0.311813,1.364196,34.71363,-2.284736,-18.67494,1000.257
11.519198894,-42.30093,-192.2529,-41.60688,-0.06804072,-0.09906539,1.327709,27.99394,2.438201,-9.995005,1000.26
11.539266586,-42.48709,-240.2193,-22.379,-0.2125873,0.1440276,1.229495,27.99394,2.438201,-9.995005,1000.26
11.559334755,-48.00998,-271.5612,6.677836,-0.3686919,0.1655711,1.159952,21.26206,6.826978,-13.02473,1000.263
11.579402923,-54.83602,-290.6882,27.44149,-0.5137708,0.1440244,1.153065,21.26206,6.826978,-13.02473,1000.263
11.599471092,-66.87466,-302.6649,28.42439,-0.6753719,0.04267257,1.221936,21.26206,6.826978,-13.02473,1000.265
11.619539738,-65.38535,-308.683,10.91657,-0.7603241,-0.07466826,1.25185,3.432828,12.50305,-5.583904,1000.265
11.639607429,-53.90519,-309.0406,-20.41321,-0.7824609,-0.1939412,1.324582,3.432828,12.50305,-5.583904,1000.265
11.659675598,-44.41079,-305.8229,-54.32308,-0.7877362,-0.1945369,1.451907,-8.500866,18.5844,10.9223,1000.265
11.679744244,-40.06695,-305.1675,-85.59142,-0.9089353,-0.2674268,1.616811,-8.500866,18.5844,10.9223,1000.261
11.699811935,-23.6224,-312.4369,-121.0985,-1.17209,-0.4554717,1.727648,-8.500866,18.5844,10.9223,1000.261
11.719880581,-41.74243,-312.5561,-164.653,-1.3257,0.4261965,1.667739,-10.71029,21.41896,35.25381,1000.263
11.739948749,-37.5227,-225.5612,-150.2168,-1.767208,0.1173263,0.7523605,-10.71029,21.41896,35.25381,1000.263
11.760016441,8.211767,-216.8617,-117.5355,-2.170903,0.4597182,0.6568543,8.244975,13.8831,43.07224,1000.267
11.780085087,0.3307947,-106.4498,-38.41247,-2.704139,0.919926,-0.2946973,8.244975,13.8831,43.07224,1000.267
11.800153255,-52.7882,60.50886,12.7595,-3.270995,0.4521745,-1.722922,8.244975,13.8831,43.07224,1000.263
11.820220947,-33.73735,266.1385,58.15696,-3.683947,0.7252275,-2.382894,30.89037,8.572138,35.25106,1000.263
11.840289593,-8.481002,307.4313,45.9322,0.7933002,-0.9025164,1.042217,30.89037,8.572138,35.25106,1000.262
11.860358238,11.7489,372.0816,38.37619,-1.376977,-0.468213,3.038021,39.07597,4.170583,46.10962,1000.262
11.877917290,123.0754,309.4572,4.28203,-1.60375,-1.401409,2.353689,39.07597,4.170583,46.10962,1000.263
11.897985458,74.92079,180.1566,33.27743,-0.8941613,1.009839,1.345714,39.07597,4.170583,46.10962,1000.263
11.918054104,52.95335,105.7343,8.827919,-1.326742,0.08623672,1.910418,30.13116,-7.768912,64.74034,1000.263
11.938121796,18.14055,34.52958,1.763362,-0.4176903,-0.03598497,0.982594,30.13116,-7.768912,64.74034,1000.263
11.958189964,11.93506,23.08915,0.8418978,-0.4320026,-0.105437,0.9889217,18.04042,-10.48613,70.79349,1000.263
11.978258133,12.61767,15.52179,2.561964,-0.402051,-0.06749669,0.9622904,18.04042,-10.48613,70.79349,1000.267
11.998326302,11.87301,11.64873,3.237704,-0.3753919,-0.06241811,0.9487866,18.04042,-10.48613,70.79349,1000.267
12.018394947,9.825195,7.477747,3.421997,-0.3853274,-0.05095941,0.951079,15.02915,-10.20741,71.63177,1000.267
12.038462639,6.350121,3.425931,3.237704,-0.3800679,-0.0459466,0.947813,15.02915,-10.20741,71.63177,1000.267
12.058530808,4.612583,4.021786,3.176273,-0.3520996,-0.05971446,0.9274815,15.01665,-9.460556,72.99342,1000.264
12.078599453,3.992034,5.988109,2.869119,-0.3475836,-0.04023672,0.9318863,15.01665,-9.460556,72.99342,1000.264
12.098667145,4.426418,5.511425,1.456207,-0.3761465,-0.04805277,0.9312802,15.01665,-9.460556,72.99342,1000.268
12.118735790,3.805869,3.008832,1.579069,-0.3701703,-0.05572372,0.9310442,14.70934,-9.836456,72.08578,1000.268
12.138803959,3.619705,2.830076,1.210483,-0.3648613,-0.05325333,0.9349685,14.70934,-9.836456,72.08578,1000.267
12.158871651,2.192442,4.260128,1.087621,-0.3460152,-0.07359425,0.9198089,14.7101,-9.838069,72.53857,1000.267
12.178940296,1.385728,5.332668,3.60629,-0.3576931,-0.04654526,0.9186723,14.7101,-9.838069,72.53857,1000.265
12.199007988,3.30943,6.643549,3.913445,-0.366326,-0.08032218,0.9216259,13.96585,-10.22179,72.53594,1000.265
12.219076634,4.302309,7.001062,4.589185,-0.3571908,-0.04747888,0.9167079,13.96585,-10.22179,72.53594,1000.269
12.239144802,2.130387,10.63578,7.415008,-0.3328666,-0.04685517,0.9369754,13.96585,-10.22179,72.53594,1000.269
12.259212494,3.061211,16.95185,10.73228,-0.33298,-0.06769562,0.931549,13.20749,-9.855198,72.92469,1000.272
12.279281139,3.743814,26.24719,12.51377,-0.3355424,-0.06077792,0.9215856,13.20749,-9.855198,72.92469,1000.272
12.299349308,3.43354,32.32491,13.18952,-0.3515003,-0.03948794,0.9101353,12.08894,-10.24608,73.82716,1000.27
12.319417000,0.2066849,35.00626,15.03244,-0.3956771,-0.01755113,0.9176803,12.08894,-10.24608,73.82716,1000.27
12.339485645,-0.7241387,33.87413,9.012212,-0.4024176,-0.02121417,0.9263147,12.08894,-10.24608,73.82716,1000.271
12.359554291,-5.502367,40.6073,3.483428,-0.4165103,0.005462725,0.9464772,10.67,-11.32768,74.27342,1000.271
12.379621983,-5.564422,50.31974,0.1047266,-0.424471,-0.06570556,0.9454731,10.67,-11.32768,74.27342,1000.272
12.399690151,1.509838,70.6384,-2.106787,-0.2954187,-0.09667215,1.057446,9.167383,-11.3448,74.65954,1000.272
12.419757843,25.6492,119.6773,9.012212,-0.3623037,-0.1686879,0.9142882,9.167383,-11.3448,74.65954,1000.268
12.439826489,16.1548,189.3328,36.71756,0.8433724,-0.3777097,1.399064,9.167383,-11.3448,74.65954,1000.268
12.459894657,44.57594,312.9727,37.3933,0.09414002,-0.1876863,1.400187,5.488148,-12.13843,75.55697,1000.271
12.479962826,125.1232,444.5376,50.35523,-0.4194332,-0.2230712,1.439679,5.488148,-12.13843,75.55697,1000.271
12.500030994,243.8342,449.6619,-20.78179,-0.1445363,-0.783806,1.689251,-4.12837,-10.72761,73.35147,1000.273
12.520099640,118.7936,92.26794,-60.28188,-3.25037,-0.8091017,1.72724,-4.12837,-10.72761,73.35147,1000.273
12.540167332,93.53726,46.38709,-71.27802,0.4486159,-0.5953553,1.884713,-4.12837,-10.72761,73.35147,1000.272
12.560235500,65.98489,-30.77616,-81.7827,0.3237631,-0.6438941,1.47421,-24.93887,-4.282546,67.27244,1000.272
12.580303669,77.65121,-96.14148,-97.81618,0.1435101,-0.665547,1.178905,-24.93887,-4.282546,67.27244,1000.272
12.600371838,90.24835,-145.4783,-96.34184,0.006534469,-0.5981789,1.12656,-14.25262,-3.097853,65.15665,1000.272
